id,tanggal,kecamatan,jumlah_sampah,satuan
58009,3/18/2022,Antapani,4.8,TON
58010,3/18/2022,Bandung Kidul,4.7,TON
58011,3/18/2022,Cinambo,4.8,TON
58012,3/18/2022,Buahbatu,5.2,TON
58013,3/18/2022,Bandung Kidul,5.6,TON
58014,3/18/2022,Coblong,4.9,TON
58015,3/18/2022,Rancasari,5,TON
58016,3/18/2022,Astana Anyar,5.8,TON
58017,3/18/2022,Bojongloa Kaler,5.4,TON
58018,3/18/2022,Cicendo,4.8,TON
58019,3/18/2022,Arcamanik,5.8,TON
58020,3/19/2022,Regol,5,TON
58021,3/19/2022,Antapani,5.5,TON
58022,3/19/2022,Bandung Wetan,5.5,TON
58023,3/19/2022,Cibeunying Kaler,4.8,TON
58024,3/19/2022,Cibiru,5.8,TON
58025,3/19/2022,Batununggal,5.1,TON
58026,3/19/2022,Kiaracondong,6,TON
58027,3/19/2022,Cinambo,6,TON
58028,3/19/2022,Mandalajati,5.4,TON
58029,3/19/2022,Ujungberung,5.2,TON
58030,3/19/2022,Cibiru,6,TON
58031,3/19/2022,Bojongloa Kaler,4.8,TON
58032,3/19/2022,Astana Anyar,5.2,TON
58033,3/19/2022,Cinambo,5,TON
58034,3/19/2022,Sumur Bandung,5.6,TON
58035,3/19/2022,Sukajadi,5.7,TON
58036,3/19/2022,Cibeunying Kaler,4.8,TON
58037,3/19/2022,Babakan Ciparay,5.9,TON
58038,3/19/2022,Sukasari,5.2,TON
58039,3/19/2022,Rancasari,5.3,TON
58040,3/19/2022,Bojongloa Kidul,4.7,TON
58041,3/19/2022,Babakan Ciparay,5.6,TON
58042,3/19/2022,Astana Anyar,6,TON
58043,3/19/2022,Cibeunying Kidul,5.6,TON
58044,3/19/2022,Gedebage,5.4,TON
58045,3/19/2022,Bandung Wetan,5.3,TON
58046,3/20/2022,Cinambo,4.7,TON
58047,3/20/2022,Bandung Kidul,5.5,TON
58048,3/20/2022,Babakan Ciparay,5.3,TON
58049,3/20/2022,Cidadap,5.8,TON
58050,3/20/2022,Astana Anyar,5.1,TON
58051,3/20/2022,Lengkong,5.2,TON
58052,3/20/2022,Kiaracondong,5.1,TON
58053,3/20/2022,Buahbatu,5.2,TON
58054,3/20/2022,Sumur Bandung,5.9,TON
58055,3/20/2022,Coblong,5.1,TON
58056,3/20/2022,Gedebage,5.9,TON
58057,3/20/2022,Sukasari,5.1,TON
58058,3/20/2022,Cinambo,5.2,TON
58059,3/20/2022,Cibiru,5.2,TON
58060,3/20/2022,Arcamanik,5.3,TON
58061,3/20/2022,Sumur Bandung,6,TON
58062,3/20/2022,Antapani,5.4,TON
58063,3/20/2022,Batununggal,4.9,TON
58064,3/20/2022,Bandung Kulon,5,TON
58065,3/20/2022,Kiaracondong,4.7,TON
58066,3/20/2022,Buahbatu,5.5,TON
58067,3/20/2022,Antapani,5.8,TON
58068,3/20/2022,Sukajadi,4.7,TON
58069,3/20/2022,Rancasari,5.5,TON
58070,3/20/2022,Batununggal,5.5,TON
58071,3/20/2022,Andir,5.1,TON
58072,3/21/2022,Cibiru,5.6,TON
58073,3/21/2022,Cibeunying Kidul,5.6,TON
58074,3/21/2022,Antapani,5.8,TON
58075,3/21/2022,Sumur Bandung,5.5,TON
58076,3/21/2022,Babakan Ciparay,4.8,TON
58077,3/21/2022,Buahbatu,5.7,TON
58078,3/21/2022,Bandung Kidul,5.4,TON
58079,3/21/2022,Kiaracondong,5.4,TON
58080,3/21/2022,Bandung Wetan,5.5,TON
58081,3/21/2022,Buahbatu,5.5,TON
58082,3/21/2022,Bojongloa Kaler,5.5,TON
58083,3/21/2022,Sumur Bandung,5.9,TON
58084,3/21/2022,Cicendo,4.9,TON
58085,3/21/2022,Cibiru,5.3,TON
58086,3/21/2022,Andir,5.3,TON
58087,3/21/2022,Sukasari,5.5,TON
58088,3/21/2022,Sukasari,5.5,TON
58089,3/21/2022,Sukajadi,4.9,TON
58090,3/21/2022,Panyileukan,5.1,TON
58091,3/21/2022,Mandalajati,5.6,TON
58092,3/21/2022,Rancasari,5.5,TON
58093,3/21/2022,Bojongloa Kaler,5.5,TON
58094,3/21/2022,Cidadap,5.3,TON
58095,3/21/2022,Antapani,4.8,TON
58096,3/21/2022,Bandung Wetan,5.7,TON
58097,3/22/2022,Antapani,5.7,TON
58098,3/22/2022,Coblong,5.4,TON
58099,3/22/2022,Panyileukan,5.3,TON
58100,3/22/2022,Bandung Wetan,6,TON
58101,3/22/2022,Lengkong,5.2,TON
58102,3/22/2022,Sukasari,5.4,TON
58103,3/22/2022,Ujungberung,4.8,TON
58104,3/22/2022,Buahbatu,5.3,TON
58105,3/22/2022,Sukasari,5.9,TON
58106,3/22/2022,Cibeunying Kaler,4.9,TON
58107,3/22/2022,Panyileukan,5,TON
58108,3/22/2022,Cicendo,6,TON
58109,3/22/2022,Cicendo,5.9,TON
58110,3/22/2022,Andir,5.7,TON
58111,3/22/2022,Batununggal,4.8,TON
58112,3/22/2022,Mandalajati,5.5,TON
58113,3/22/2022,Arcamanik,6,TON
58114,3/22/2022,Panyileukan,5.2,TON
58115,3/22/2022,Cibiru,4.9,TON
58116,3/22/2022,Bojongloa Kidul,4.9,TON
58117,3/22/2022,Bandung Kulon,5.1,TON
58118,3/22/2022,Regol,5.6,TON
58119,3/22/2022,Astana Anyar,5,TON
58120,3/22/2022,Andir,5.3,TON
58121,3/22/2022,Cibiru,5.9,TON
58122,3/22/2022,Mandalajati,4.7,TON
58123,3/22/2022,Gedebage,5.3,TON
58124,3/23/2022,Sukajadi,5.6,TON
58125,3/23/2022,Astana Anyar,5.5,TON
58126,3/23/2022,Ujungberung,5.9,TON
58127,3/23/2022,Bojongloa Kidul,5.6,TON
58128,3/23/2022,Rancasari,5.5,TON
58129,3/23/2022,Cicendo,5.4,TON
58130,3/23/2022,Coblong,4.9,TON
58131,3/23/2022,Coblong,5,TON
58132,3/23/2022,Bojongloa Kidul,5.5,TON
58133,3/23/2022,Mandalajati,5.2,TON
58134,3/23/2022,Arcamanik,6,TON
58135,3/23/2022,Regol,5.6,TON
58136,3/23/2022,Cibiru,5.3,TON
58137,3/23/2022,Antapani,5.2,TON
58138,3/23/2022,Rancasari,5.4,TON
58139,3/23/2022,Sukasari,5.1,TON
58140,3/23/2022,Sumur Bandung,5,TON
58141,3/23/2022,Lengkong,4.8,TON
58142,3/23/2022,Cibeunying Kaler,5.7,TON
58143,3/23/2022,Sumur Bandung,5.7,TON
58144,3/23/2022,Ujungberung,5.1,TON
58145,3/23/2022,Kiaracondong,5,TON
58146,3/23/2022,Arcamanik,5.3,TON
58147,3/23/2022,Bandung Wetan,5.3,TON
58148,3/23/2022,Cidadap,5.6,TON
58149,3/23/2022,Cinambo,5,TON
58150,3/23/2022,Regol,5.8,TON
58151,3/24/2022,Cibeunying Kaler,5.2,TON
58152,3/24/2022,Cibeunying Kidul,5.8,TON
58153,3/24/2022,Cibeunying Kaler,5.7,TON
58154,3/24/2022,Antapani,5,TON
58155,3/24/2022,Bandung Wetan,5.5,TON
58156,3/24/2022,Rancasari,6,TON
58157,3/24/2022,Andir,5.6,TON
58158,3/24/2022,Sumur Bandung,5.8,TON
58159,3/24/2022,Regol,5.6,TON
58160,3/24/2022,Cibiru,5.9,TON
58161,3/24/2022,Batununggal,5.2,TON
58162,3/24/2022,Bandung Kulon,4.7,TON
58163,3/24/2022,Coblong,5.2,TON
58164,3/24/2022,Cibeunying Kaler,6,TON
58165,3/24/2022,Cinambo,5.9,TON
58166,3/24/2022,Sumur Bandung,5.6,TON
58167,3/24/2022,Bandung Wetan,5.9,TON
58168,3/24/2022,Regol,5.6,TON
58169,3/24/2022,Cidadap,5,TON
58170,3/24/2022,Sukajadi,5.1,TON
58171,3/24/2022,Rancasari,5.3,TON
58172,3/24/2022,Bojongloa Kaler,4.9,TON
58173,3/24/2022,Cicendo,4.9,TON
58174,3/24/2022,Gedebage,5.1,TON
58175,3/24/2022,Antapani,6,TON
58176,3/24/2022,Gedebage,5.1,TON
58177,3/25/2022,Gedebage,5.5,TON
58178,3/25/2022,Sukasari,5.5,TON
58179,3/25/2022,Sumur Bandung,5.3,TON
58180,3/25/2022,Batununggal,5.6,TON
58181,3/25/2022,Cibeunying Kidul,5.7,TON
58182,3/25/2022,Bandung Wetan,5.6,TON
58183,3/25/2022,Lengkong,5.8,TON
58184,3/25/2022,Cibeunying Kidul,5.6,TON
58185,3/25/2022,Ujungberung,5,TON
58186,3/25/2022,Babakan Ciparay,4.7,TON
58187,3/25/2022,Rancasari,5.7,TON
58188,3/25/2022,Coblong,5.7,TON
58189,3/25/2022,Coblong,4.7,TON
58190,3/25/2022,Antapani,5.3,TON
58191,3/25/2022,Arcamanik,4.8,TON
58192,3/25/2022,Bandung Kulon,4.7,TON
58193,3/25/2022,Arcamanik,5.3,TON
58194,3/25/2022,Lengkong,5,TON
58195,3/25/2022,Buahbatu,5,TON
58196,3/25/2022,Sumur Bandung,6,TON
58197,3/25/2022,Regol,5.2,TON
58198,3/25/2022,Kiaracondong,5.2,TON
58199,3/25/2022,Astana Anyar,4.9,TON
58200,3/25/2022,Bandung Kulon,5.2,TON
58201,3/25/2022,Andir,4.8,TON
58202,3/25/2022,Bandung Kidul,4.8,TON
58203,3/25/2022,Cidadap,5.8,TON
58204,3/25/2022,Lengkong,5.8,TON
58205,3/25/2022,Batununggal,4.9,TON
58206,3/26/2022,Buahbatu,5.1,TON
58207,3/26/2022,Batununggal,5.2,TON
58208,3/26/2022,Sukasari,5.7,TON
58209,3/26/2022,Bandung Kulon,5.2,TON
58210,3/26/2022,Cinambo,4.9,TON
58211,3/26/2022,Cibeunying Kaler,5.4,TON
58212,3/26/2022,Ujungberung,5.4,TON
58213,3/26/2022,Cicendo,5.9,TON
58214,3/26/2022,Sukajadi,5.3,TON
58215,3/26/2022,Rancasari,5.3,TON
58216,3/26/2022,Cibiru,4.7,TON
58217,3/26/2022,Regol,5.4,TON
58218,3/26/2022,Buahbatu,5.6,TON
58219,3/26/2022,Bojongloa Kidul,5.7,TON
58220,3/26/2022,Bandung Wetan,5.3,TON
58221,3/26/2022,Kiaracondong,4.9,TON
58222,3/26/2022,Mandalajati,5.4,TON
58223,3/26/2022,Cidadap,5.6,TON
58224,3/26/2022,Regol,5.9,TON
58225,3/26/2022,Bandung Kidul,5.9,TON
58226,3/26/2022,Antapani,5.9,TON
58227,3/26/2022,Arcamanik,5.6,TON
58228,3/26/2022,Regol,5.9,TON
58229,3/26/2022,Cibeunying Kidul,4.8,TON
58230,3/26/2022,Sukajadi,5.4,TON
58231,3/26/2022,Bandung Kulon,5.5,TON
58232,3/27/2022,Coblong,5.4,TON
58233,3/27/2022,Sukasari,5.5,TON
58234,3/27/2022,Bojongloa Kaler,5.4,TON
58235,3/27/2022,Rancasari,5.5,TON
58236,3/27/2022,Sumur Bandung,5.7,TON
58237,3/27/2022,Sukajadi,5.7,TON
58238,3/27/2022,Mandalajati,5.7,TON
58239,3/27/2022,Cibeunying Kidul,4.8,TON
58240,3/27/2022,Bojongloa Kaler,5.7,TON
58241,3/27/2022,Andir,4.7,TON
58242,3/27/2022,Cibiru,5.5,TON
58243,3/27/2022,Coblong,5,TON
58244,3/27/2022,Cibeunying Kaler,4.9,TON
58245,3/27/2022,Regol,6,TON
58246,3/27/2022,Bojongloa Kidul,5.6,TON
58247,3/27/2022,Babakan Ciparay,5.2,TON
58248,3/27/2022,Bojongloa Kaler,4.7,TON
58249,3/27/2022,Panyileukan,5.2,TON
58250,3/27/2022,Sumur Bandung,5.9,TON
58251,3/27/2022,Panyileukan,5.6,TON
58252,3/27/2022,Cinambo,4.8,TON
58253,3/27/2022,Rancasari,4.9,TON
58254,3/27/2022,Sukasari,4.7,TON
58255,3/27/2022,Buahbatu,4.7,TON
58256,3/27/2022,Astana Anyar,4.7,TON
58257,3/28/2022,Bandung Kidul,5.1,TON
58258,3/28/2022,Lengkong,5.3,TON
58259,3/28/2022,Panyileukan,5.9,TON
58260,3/28/2022,Cibeunying Kidul,4.8,TON
58261,3/28/2022,Rancasari,5.1,TON
58262,3/28/2022,Antapani,4.8,TON
58263,3/28/2022,Sukasari,4.9,TON
58264,3/28/2022,Antapani,4.7,TON
58265,3/28/2022,Buahbatu,5.1,TON
58266,3/28/2022,Arcamanik,5.6,TON
58267,3/28/2022,Cibeunying Kaler,5,TON
58268,3/28/2022,Cibiru,5,TON
58269,3/28/2022,Batununggal,4.8,TON
58270,3/28/2022,Cidadap,5.3,TON
58271,3/28/2022,Kiaracondong,4.8,TON
58272,3/28/2022,Andir,5.7,TON
58273,3/28/2022,Cinambo,4.7,TON
58274,3/28/2022,Cinambo,5.1,TON
58275,3/28/2022,Astana Anyar,4.9,TON
58276,3/28/2022,Coblong,5.2,TON
58277,3/28/2022,Cibeunying Kidul,5.9,TON
58278,3/28/2022,Mandalajati,4.7,TON
58279,3/28/2022,Bojongloa Kidul,4.7,TON
58280,3/28/2022,Cibiru,4.7,TON
58281,3/28/2022,Bojongloa Kidul,5.4,TON
58282,3/28/2022,Rancasari,5.1,TON
58283,3/28/2022,Panyileukan,5.4,TON
58284,3/28/2022,Buahbatu,4.7,TON
58285,3/28/2022,Bojongloa Kaler,4.9,TON
58286,3/28/2022,Bandung Wetan,5.3,TON
58287,3/29/2022,Cidadap,5.3,TON
58288,3/29/2022,Coblong,5.1,TON
58289,3/29/2022,Cibeunying Kaler,4.7,TON
58290,3/29/2022,Cibiru,5.7,TON
58291,3/29/2022,Cibeunying Kidul,5.7,TON
58292,3/29/2022,Rancasari,5.1,TON
58293,3/29/2022,Babakan Ciparay,5,TON
58294,3/29/2022,Lengkong,4.9,TON
58295,3/29/2022,Ujungberung,5,TON
58296,3/29/2022,Bojongloa Kidul,5.6,TON
58297,3/29/2022,Bandung Kidul,4.7,TON
58298,3/29/2022,Cicendo,4.7,TON
58299,3/29/2022,Astana Anyar,5.2,TON
58300,3/29/2022,Babakan Ciparay,5.4,TON
58301,3/29/2022,Panyileukan,5.7,TON
58302,3/29/2022,Cinambo,5.2,TON
58303,3/29/2022,Cicendo,5.1,TON
58304,3/29/2022,Antapani,5.4,TON
58305,3/29/2022,Cibiru,5.5,TON
58306,3/29/2022,Bojongloa Kaler,4.7,TON
58307,3/29/2022,Sumur Bandung,5.5,TON
58308,3/29/2022,Bandung Kulon,5.4,TON
58309,3/29/2022,Kiaracondong,6,TON
58310,3/29/2022,Arcamanik,4.7,TON
58311,3/29/2022,Sumur Bandung,5,TON
58312,3/29/2022,Antapani,5.6,TON
58313,3/29/2022,Batununggal,5.9,TON
58314,3/30/2022,Mandalajati,5.4,TON
58315,3/30/2022,Sumur Bandung,4.9,TON
58316,3/30/2022,Sukajadi,5.2,TON
58317,3/30/2022,Cibeunying Kaler,4.7,TON
58318,3/30/2022,Bandung Kulon,5.3,TON
58319,3/30/2022,Batununggal,5.1,TON
58320,3/30/2022,Ujungberung,4.8,TON
58321,3/30/2022,Gedebage,5.6,TON
58322,3/30/2022,Cidadap,4.9,TON
58323,3/30/2022,Arcamanik,5.5,TON
58324,3/30/2022,Lengkong,5.3,TON
58325,3/30/2022,Lengkong,6,TON
58326,3/30/2022,Mandalajati,5.9,TON
58327,3/30/2022,Bandung Kulon,5.4,TON
58328,3/30/2022,Sumur Bandung,5,TON
58329,3/30/2022,Cinambo,5.5,TON
58330,3/30/2022,Bojongloa Kidul,5.7,TON
58331,3/30/2022,Kiaracondong,5.5,TON
58332,3/30/2022,Rancasari,5.2,TON
58333,3/30/2022,Bandung Wetan,4.9,TON
58334,3/30/2022,Sukasari,5.4,TON
58335,3/30/2022,Cinambo,4.8,TON
58336,3/30/2022,Andir,5.9,TON
58337,3/30/2022,Panyileukan,5.2,TON
58338,3/30/2022,Batununggal,5.5,TON
58339,3/30/2022,Lengkong,5.7,TON
58340,3/30/2022,Gedebage,5.6,TON
58341,3/31/2022,Bojongloa Kidul,6,TON
58342,3/31/2022,Cidadap,4.9,TON
58343,3/31/2022,Cicendo,5,TON
58344,3/31/2022,Cinambo,5.8,TON
58345,3/31/2022,Bandung Wetan,5.9,TON
58346,3/31/2022,Arcamanik,5.9,TON
58347,3/31/2022,Panyileukan,4.7,TON
58348,3/31/2022,Bandung Kulon,5,TON
58349,3/31/2022,Batununggal,5,TON
58350,3/31/2022,Buahbatu,5.3,TON
58351,3/31/2022,Antapani,5.6,TON
58352,3/31/2022,Coblong,6,TON
58353,3/31/2022,Cidadap,5.5,TON
58354,3/31/2022,Regol,4.7,TON
58355,3/31/2022,Antapani,5.2,TON
58356,3/31/2022,Lengkong,5.8,TON
58357,3/31/2022,Sukajadi,5.4,TON
58358,3/31/2022,Arcamanik,5.7,TON
58359,3/31/2022,Kiaracondong,5.5,TON
58360,3/31/2022,Sukasari,5.9,TON
58361,3/31/2022,Cibeunying Kaler,4.8,TON
58362,3/31/2022,Lengkong,5,TON
58363,3/31/2022,Astana Anyar,5.9,TON
58364,3/31/2022,Astana Anyar,4.7,TON
58365,3/31/2022,Sukajadi,5.7,TON
58366,3/31/2022,Sumur Bandung,4.7,TON
58367,4/1/2022,Astana Anyar,5.9,TON
58368,4/1/2022,Arcamanik,5.7,TON
58369,4/1/2022,Cinambo,5,TON
58370,4/1/2022,Bojongloa Kaler,4.7,TON
58371,4/1/2022,Panyileukan,5.7,TON
58372,4/1/2022,Sukasari,5.4,TON
58373,4/1/2022,Babakan Ciparay,5.6,TON
58374,4/1/2022,Sumur Bandung,4.9,TON
58375,4/1/2022,Batununggal,5.4,TON
58376,4/1/2022,Babakan Ciparay,5.4,TON
58377,4/1/2022,Cibeunying Kidul,5.8,TON
58378,4/1/2022,Lengkong,4.8,TON
58379,4/1/2022,Buahbatu,4.8,TON
58380,4/1/2022,Batununggal,5.8,TON
58381,4/1/2022,Astana Anyar,5.5,TON
58382,4/1/2022,Bandung Kidul,6,TON
58383,4/1/2022,Rancasari,5.4,TON
58384,4/1/2022,Kiaracondong,5.4,TON
58385,4/1/2022,Gedebage,5.3,TON
58386,4/1/2022,Bojongloa Kidul,5.1,TON
58387,4/1/2022,Coblong,5.7,TON
58388,4/1/2022,Cibeunying Kaler,5.1,TON
58389,4/1/2022,Bandung Kulon,5.9,TON
58390,4/1/2022,Sukasari,5.5,TON
58391,4/1/2022,Cicendo,5.5,TON
58392,4/2/2022,Bojongloa Kaler,5.5,TON
58393,4/2/2022,Cibiru,5.5,TON
58394,4/2/2022,Sukajadi,6,TON
58395,4/2/2022,Cicendo,5.8,TON
58396,4/2/2022,Batununggal,5.5,TON
58397,4/2/2022,Sukasari,5.8,TON
58398,4/2/2022,Sumur Bandung,5.4,TON
58399,4/2/2022,Ujungberung,5.3,TON
58400,4/2/2022,Sukasari,5.8,TON
58401,4/2/2022,Mandalajati,5.2,TON
58402,4/2/2022,Cinambo,4.9,TON
58403,4/2/2022,Astana Anyar,5.7,TON
58404,4/2/2022,Andir,5.9,TON
58405,4/2/2022,Ujungberung,5.5,TON
58406,4/2/2022,Andir,4.8,TON
58407,4/2/2022,Babakan Ciparay,5.6,TON
58408,4/2/2022,Gedebage,5.4,TON
58409,4/2/2022,Cibeunying Kaler,5.7,TON
58410,4/2/2022,Sukasari,5.1,TON
58411,4/2/2022,Rancasari,5.4,TON
58412,4/2/2022,Bandung Kidul,5.1,TON
58413,4/2/2022,Cibeunying Kidul,4.7,TON
58414,4/3/2022,Bandung Kulon,4.7,TON
58415,4/3/2022,Astana Anyar,5.9,TON
58416,4/3/2022,Cidadap,4.9,TON
58417,4/3/2022,Bandung Kulon,4.7,TON
58418,4/3/2022,Bojongloa Kidul,5,TON
58419,4/3/2022,Bandung Wetan,5,TON
58420,4/3/2022,Sukasari,6,TON
58421,4/3/2022,Arcamanik,5,TON
58422,4/3/2022,Antapani,5,TON
58423,4/3/2022,Batununggal,5.6,TON
58424,4/3/2022,Kiaracondong,5.1,TON
58425,4/3/2022,Andir,5.9,TON
58426,4/3/2022,Babakan Ciparay,5.7,TON
58427,4/3/2022,Sukasari,5.6,TON
58428,4/3/2022,Sukajadi,5.3,TON
58429,4/3/2022,Cibeunying Kaler,5.1,TON
58430,4/3/2022,Bandung Kidul,4.7,TON
58431,4/3/2022,Regol,5.8,TON
58432,4/3/2022,Sumur Bandung,5.5,TON
58433,4/3/2022,Bandung Kidul,5.4,TON
58434,4/3/2022,Andir,5.2,TON
58435,4/3/2022,Gedebage,4.7,TON
58436,4/3/2022,Antapani,5.1,TON
58437,4/3/2022,Cibeunying Kaler,5.7,TON
58438,4/3/2022,Ujungberung,5.8,TON
58439,4/3/2022,Sukasari,5.8,TON
58440,4/3/2022,Bandung Wetan,5.7,TON
58441,4/3/2022,Babakan Ciparay,4.9,TON
58442,4/3/2022,Bandung Kulon,5.1,TON
58443,4/3/2022,Astana Anyar,4.8,TON
58444,4/4/2022,Buahbatu,5,TON
58445,4/4/2022,Bandung Wetan,5.3,TON
58446,4/4/2022,Cibeunying Kidul,5.9,TON
58447,4/4/2022,Babakan Ciparay,5.2,TON
58448,4/4/2022,Bandung Kulon,4.8,TON
58449,4/4/2022,Batununggal,5.2,TON
58450,4/4/2022,Arcamanik,4.8,TON
58451,4/4/2022,Cicendo,5.7,TON
58452,4/4/2022,Sukasari,5.4,TON
58453,4/4/2022,Cidadap,5,TON
58454,4/4/2022,Gedebage,5.2,TON
58455,4/4/2022,Cibiru,5.8,TON
58456,4/4/2022,Bandung Kulon,5.1,TON
58457,4/4/2022,Bandung Kulon,4.9,TON
58458,4/4/2022,Bandung Kidul,6,TON
58459,4/4/2022,Kiaracondong,5.1,TON
58460,4/4/2022,Cibeunying Kidul,5.6,TON
58461,4/4/2022,Sukasari,4.7,TON
58462,4/4/2022,Arcamanik,5.7,TON
58463,4/4/2022,Antapani,5,TON
58464,4/4/2022,Bojongloa Kidul,4.8,TON
58465,4/4/2022,Bojongloa Kaler,5,TON
58466,4/4/2022,Gedebage,4.8,TON
58467,4/4/2022,Sukasari,4.8,TON
58468,4/5/2022,Bandung Wetan,5.2,TON
58469,4/5/2022,Batununggal,4.8,TON
58470,4/5/2022,Mandalajati,6,TON
58471,4/5/2022,Ujungberung,4.7,TON
58472,4/5/2022,Mandalajati,5.2,TON
58473,4/5/2022,Lengkong,5.3,TON
58474,4/5/2022,Andir,5,TON
58475,4/5/2022,Bandung Kulon,5.2,TON
58476,4/5/2022,Regol,5.5,TON
58477,4/5/2022,Bojongloa Kidul,4.7,TON
58478,4/5/2022,Cicendo,5.1,TON
58479,4/5/2022,Bandung Kidul,4.9,TON
58480,4/5/2022,Astana Anyar,5.6,TON
58481,4/5/2022,Cinambo,4.9,TON
58482,4/5/2022,Babakan Ciparay,4.9,TON
58483,4/5/2022,Panyileukan,5.4,TON
58484,4/5/2022,Sumur Bandung,5.8,TON
58485,4/5/2022,Lengkong,4.9,TON
58486,4/5/2022,Lengkong,5.4,TON
58487,4/5/2022,Astana Anyar,5.1,TON
58488,4/5/2022,Cidadap,4.7,TON
58489,4/5/2022,Sumur Bandung,4.7,TON
58490,4/5/2022,Rancasari,5.2,TON
58491,4/5/2022,Arcamanik,5.6,TON
58492,4/5/2022,Cibeunying Kaler,5.3,TON
58493,4/6/2022,Batununggal,6,TON
58494,4/6/2022,Sukajadi,5,TON
58495,4/6/2022,Coblong,4.7,TON
58496,4/6/2022,Cibeunying Kidul,4.9,TON
58497,4/6/2022,Sukasari,5.8,TON
58498,4/6/2022,Sumur Bandung,4.8,TON
58499,4/6/2022,Regol,4.7,TON
58500,4/6/2022,Cinambo,5.6,TON
58501,4/6/2022,Arcamanik,5.7,TON
58502,4/6/2022,Astana Anyar,6,TON
58503,4/6/2022,Buahbatu,5.9,TON
58504,4/6/2022,Rancasari,5.6,TON
58505,4/6/2022,Arcamanik,5.7,TON
58506,4/6/2022,Lengkong,5.1,TON
58507,4/6/2022,Cicendo,5.3,TON
58508,4/6/2022,Cibeunying Kaler,4.7,TON
58509,4/6/2022,Cidadap,4.8,TON
58510,4/6/2022,Antapani,5.4,TON
58511,4/6/2022,Batununggal,4.7,TON
58512,4/6/2022,Cidadap,5.4,TON
58513,4/6/2022,Andir,4.7,TON
58514,4/6/2022,Bandung Wetan,4.8,TON
58515,4/6/2022,Babakan Ciparay,5.6,TON
58516,4/6/2022,Sukajadi,5.7,TON
58517,4/6/2022,Regol,5.7,TON
58518,4/6/2022,Kiaracondong,4.8,TON
58519,4/7/2022,Mandalajati,5,TON
58520,4/7/2022,Kiaracondong,5.8,TON
58521,4/7/2022,Bandung Kulon,5.2,TON
58522,4/7/2022,Cinambo,5.5,TON
58523,4/7/2022,Kiaracondong,4.8,TON
58524,4/7/2022,Regol,5.5,TON
58525,4/7/2022,Bandung Wetan,5.8,TON
58526,4/7/2022,Buahbatu,5.5,TON
58527,4/7/2022,Ujungberung,5.9,TON
58528,4/7/2022,Andir,5.5,TON
58529,4/7/2022,Lengkong,5.9,TON
58530,4/7/2022,Astana Anyar,5.5,TON
58531,4/7/2022,Sukajadi,5.4,TON
58532,4/7/2022,Bandung Kidul,5,TON
58533,4/7/2022,Bojongloa Kaler,5.2,TON
58534,4/7/2022,Bandung Kidul,5.4,TON
58535,4/7/2022,Cibiru,5.2,TON
58536,4/7/2022,Lengkong,5.7,TON
58537,4/7/2022,Ujungberung,4.7,TON
58538,4/7/2022,Antapani,6,TON
58539,4/7/2022,Sumur Bandung,5,TON
58540,4/7/2022,Buahbatu,5.1,TON
58541,4/7/2022,Bojongloa Kidul,5,TON
58542,4/7/2022,Cibeunying Kidul,4.7,TON
58543,4/8/2022,Cibeunying Kaler,5.9,TON
58544,4/8/2022,Gedebage,5,TON
58545,4/8/2022,Gedebage,4.7,TON
58546,4/8/2022,Panyileukan,5.8,TON
58547,4/8/2022,Cidadap,5.7,TON
58548,4/8/2022,Cibiru,5.1,TON
58549,4/8/2022,Regol,4.7,TON
58550,4/8/2022,Cicendo,5.1,TON
58551,4/8/2022,Bojongloa Kaler,5.6,TON
58552,4/8/2022,Cinambo,5.9,TON
58553,4/8/2022,Bojongloa Kidul,4.9,TON
58554,4/8/2022,Cibiru,5.9,TON
58555,4/8/2022,Arcamanik,5.5,TON
58556,4/8/2022,Bandung Wetan,5.4,TON
58557,4/8/2022,Antapani,5.1,TON
58558,4/8/2022,Panyileukan,5.2,TON
58559,4/8/2022,Gedebage,5.9,TON
58560,4/8/2022,Sumur Bandung,5.1,TON
58561,4/8/2022,Sumur Bandung,5.1,TON
58562,4/8/2022,Rancasari,4.9,TON
58563,4/8/2022,Kiaracondong,5.6,TON
58564,4/8/2022,Buahbatu,5.9,TON
58565,4/8/2022,Sukasari,6,TON
58566,4/8/2022,Antapani,4.8,TON
58567,4/8/2022,Bandung Kulon,5.6,TON
58568,4/8/2022,Sukasari,5.6,TON
58569,4/8/2022,Cinambo,4.9,TON
58570,4/9/2022,Lengkong,5.4,TON
58571,4/9/2022,Ujungberung,4.9,TON
58572,4/9/2022,Bojongloa Kaler,5.9,TON
58573,4/9/2022,Coblong,5.6,TON
58574,4/9/2022,Cinambo,4.8,TON
58575,4/9/2022,Cibeunying Kaler,5.5,TON
58576,4/9/2022,Bandung Kidul,5.8,TON
58577,4/9/2022,Batununggal,4.7,TON
58578,4/9/2022,Bandung Wetan,4.7,TON
58579,4/9/2022,Antapani,5.6,TON
58580,4/9/2022,Andir,6,TON
58581,4/9/2022,Cidadap,5.7,TON
58582,4/9/2022,Sumur Bandung,4.8,TON
58583,4/9/2022,Bandung Kulon,6,TON
58584,4/9/2022,Cibiru,5.9,TON
58585,4/9/2022,Cibiru,5.5,TON
58586,4/9/2022,Kiaracondong,5.5,TON
58587,4/9/2022,Regol,5.9,TON
58588,4/9/2022,Cinambo,5.4,TON
58589,4/9/2022,Bojongloa Kidul,5.3,TON
